Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement Rate,Day of the Week,Hour
2023-03-16 12:00:00,General,Instagram,Evergreen ,10329,120,Video,0.011617775196049956,Thursday,12
2023-03-16 12:00:00,General,Twitter,Community Engagement ,13503,425,Photo,0.03147448715100348,Thursday,12
2023-03-16 12:00:00,General,TikTok,Evergreen ,1628,122,Video,0.07493857493857493,Thursday,12
2023-03-16 11:18:00,General,YouTube,N/A ,1725,26,Video,0.015072463768115942,Thursday,11
2023-03-16 11:00:00,General,Twitter,Community Engagement ,19277,584,Video,0.03029517041033356,Thursday,11
2023-03-16 10:27:00,DOTA2,Twitter,N/A ,526,20,Photo,0.03802281368821293,Thursday,10
2023-03-16 10:27:00,DOTA2,Twitter,Community Engagement ,1508,113,Photo,0.07493368700265252,Thursday,10
2023-03-16 10:26:00,General,Facebook,Community Engagement ,12766,1656,Video,0.12971956760144132,Thursday,10
2023-03-16 09:11:00,General,YouTube,N/A ,2002,66,Video,0.03296703296703297,Thursday,9
2023-03-16 09:06:00,General,Instagram,Evergreen ,14296,241,Video,0.016857862339115837,Thursday,9
2023-03-16 09:00:00,General,TikTok,Evergreen ,1304,105,Video,0.08052147239263803,Thursday,9
2023-03-15 20:22:00,CSGO,Twitter,Community Engagement ,1220,13,Photo,0.010655737704918032,Wednesday,20
2023-03-15 19:24:00,CSGO,Twitter,Community Engagement ,1718,7,Photo,0.004074505238649592,Wednesday,19
2023-03-15 19:00:00,General,TikTok,Evil Exhibited ,388,17,Video,0.04381443298969072,Wednesday,19
2023-03-15 18:36:00,CSGO,Twitter,Community Engagement ,2591,40,Photo,0.015438054805094558,Wednesday,18
2023-03-15 17:47:00,General,Twitter,Community Engagement ,666,19,Photo,0.028528528528528527,Wednesday,17
2023-03-15 17:46:00,DOTA2,Twitter,N/A ,1020,29,Photo,0.028431372549019607,Wednesday,17
2023-03-15 17:45:00,General,Twitter,Community Engagement ,20323,1041,Photo,0.051222752546376024,Wednesday,17
2023-03-15 17:42:00,General,Twitter,Community Engagement ,16693,281,Photo,0.016833403222907807,Wednesday,17
2023-03-15 17:42:00,General,Facebook,N/A ,38688,5864,Photo,0.15157154673283704,Wednesday,17
2023-03-15 17:42:00,DOTA2,Twitter,N/A ,826,18,Photo,0.021791767554479417,Wednesday,17
2023-03-15 17:30:00,General,Twitter,Community Engagement ,13928,66,Photo,0.004738655944859276,Wednesday,17
2023-03-15 17:07:00,General,Twitter,Community Engagement ,13197,110,Photo,0.008335227703265894,Wednesday,17
2023-03-15 17:07:00,General,Facebook,N/A ,45243,1645,Photo,0.036359215790288,Wednesday,17
2023-03-15 17:07:00,DOTA2,Twitter,N/A ,608,10,Photo,0.01644736842105263,Wednesday,17
2023-03-15 16:37:00,General,Twitter,N/A ,21783,125,Text,0.005738419868704953,Wednesday,16
2023-03-15 16:30:00,DOTA2,Twitter,N/A ,926,40,Photo,0.04319654427645788,Wednesday,16
2023-03-15 16:00:00,DOTA2,Twitter,N/A ,660,17,Photo,0.025757575757575757,Wednesday,16
2023-03-15 16:00:00,General,Twitter,Community Engagement ,12513,106,Photo,0.008471189962439063,Wednesday,16
2023-03-15 16:00:00,General,Facebook,N/A ,29119,1681,Photo,0.05772863079089254,Wednesday,16
2023-03-15 15:00:00,General,Instagram,Evergreen ,8624,143,Video,0.016581632653061226,Wednesday,15
2023-03-15 14:00:00,General,Twitter,Community Engagement ,16540,529,Photo,0.03198307134220073,Wednesday,14
2023-03-15 14:00:00,General,Instagram,Community Engagement ,26104,894,Carousel,0.03424762488507509,Wednesday,14
2023-03-15 13:30:00,General,Twitter,Community Engagement ,13924,108,Photo,0.007756391841424878,Wednesday,13
2023-03-15 12:48:00,General,YouTube,N/A ,487,9,Video,0.018480492813141684,Wednesday,12
2023-03-15 12:30:00,General,Instagram,Evergreen ,16378,298,Video,0.01819513982171205,Wednesday,12
2023-03-15 12:20:00,DOTA2,Twitter,N/A ,968,90,Text,0.09297520661157024,Wednesday,12
2023-03-15 12:20:00,DOTA2,Twitter,N/A ,2211,126,Text,0.05698778833107191,Wednesday,12
2023-03-15 11:31:00,CSGO,Twitter,Community Engagement ,264,13,Text,0.04924242424242424,Wednesday,11
2023-03-15 11:00:00,DOTA2,Twitter,Community Engagement ,2399,344,Video,0.1433930804501876,Wednesday,11
2023-03-15 11:00:00,General,Facebook,Community Engagement ,28783,6098,Video,0.2118611680505854,Wednesday,11
2023-03-15 10:01:00,DOTA2,Twitter,N/A ,717,11,Text,0.015341701534170154,Wednesday,10
2023-03-15 09:59:00,General,Twitter,Community Engagement ,21041,347,Text,0.01649161161541752,Wednesday,9
2023-03-14 19:19:00,CSGO,Twitter,Community Engagement ,1130,20,Photo,0.017699115044247787,Tuesday,19
2023-03-14 18:17:00,CSGO,Twitter,Community Engagement ,1756,18,Photo,0.010250569476082005,Tuesday,18
2023-03-14 17:18:00,DOTA2,Twitter,Community Engagement ,4367,184,Photo,0.04213418822990611,Tuesday,17
2023-03-14 17:18:00,General,Facebook,Community Engagement ,31467,5117,Photo,0.16261480280929227,Tuesday,17
2023-03-14 17:14:00,CSGO,Twitter,Community Engagement ,2761,60,Photo,0.02173125679101775,Tuesday,17
2023-03-14 17:00:00,DOTA2,Twitter,N/A ,1524,53,Text,0.03477690288713911,Tuesday,17
2023-03-14 16:12:00,DOTA2,Twitter,Community Engagement ,1786,82,Photo,0.04591265397536394,Tuesday,16
2023-03-14 16:12:00,General,Facebook,Community Engagement ,22435,2648,Photo,0.11802986405170493,Tuesday,16
2023-03-14 14:57:00,DOTA2,Twitter,Community Engagement ,1573,101,Photo,0.06420851875397329,Tuesday,14
2023-03-14 14:57:00,General,Facebook,Community Engagement ,40092,7575,Photo,0.1889404369949117,Tuesday,14
2023-03-14 14:43:00,General,YouTube,N/A ,1259,16,Video,0.012708498808578236,Tuesday,14
2023-03-14 14:41:00,DOTA2,Twitter,Community Engagement ,1377,128,Photo,0.09295570079883805,Tuesday,14
2023-03-14 14:40:00,General,Facebook,Community Engagement ,43516,6130,Photo,0.1408677268131262,Tuesday,14
2023-03-14 14:28:00,DOTA2,Twitter,N/A ,81,12,Photo,0.14814814814814814,Tuesday,14
2023-03-14 14:11:00,General,LinkedIn,Community Engagement ,1433,27,Photo,0.01884159106769016,Tuesday,14
2023-03-14 14:04:00,General,Instagram,Community Engagement ,4044,0,Video,0.0,Tuesday,14
2023-03-14 14:00:00,General,Facebook,Community Engagement ,23048,641,Photo,0.027811523776466503,Tuesday,14
2023-03-14 13:53:00,General,Twitter,Community Engagement ,293,8,Video,0.027303754266211604,Tuesday,13
2023-03-14 13:52:00,General,LinkedIn,Community Engagement ,2754,42,Photo,0.015250544662309368,Tuesday,13
2023-03-14 13:52:00,General,Twitter,Community Engagement ,22048,275,Photo,0.01247278664731495,Tuesday,13
2023-03-14 13:50:00,DOTA2,Twitter,Community Engagement ,1114,74,Photo,0.06642728904847396,Tuesday,13
2023-03-14 13:50:00,General,Facebook,Community Engagement ,19872,2222,Photo,0.11181561996779388,Tuesday,13
2023-03-14 12:00:00,General,Instagram,Evergreen ,9118,87,Video,0.009541566132923887,Tuesday,12
2023-03-14 12:00:00,General,TikTok,Evergreen ,286,5,Video,0.017482517482517484,Tuesday,12
2023-03-14 10:47:00,Valorant,YouTube,Evil Exhibited ,442,17,Video,0.038461538461538464,Tuesday,10
2023-03-14 10:05:00,DOTA2,Twitter,Evil Exhibited ,1094,36,Text,0.03290676416819013,Tuesday,10
2023-03-14 09:30:00,General,Instagram,Evergreen ,12644,263,Video,0.02080037962670041,Tuesday,9
2023-03-14 09:30:00,General,TikTok,Evergreen ,14656,1659,Video,0.11319596069868995,Tuesday,9
2023-03-14 09:27:00,General,Twitter,Evil Exhibited ,3891,165,Video,0.04240555127216654,Tuesday,9
2023-03-14 09:14:00,DOTA2,Twitter,N/A ,1052,97,Photo,0.09220532319391635,Tuesday,9
2023-03-14 09:13:00,DOTA2,Twitter,Community Engagement ,7301,966,Photo,0.13231064237775647,Tuesday,9
2023-03-14 09:13:00,General,Facebook,Community Engagement ,22829,7054,Photo,0.3089929475666915,Tuesday,9
2023-03-14 09:13:00,General,Facebook,Community Engagement ,22829,7054,Photo,0.3089929475666915,Tuesday,9
2023-03-14 09:13:00,General,Facebook,Community Engagement ,45658,14107,Photo,0.30897104559989486,Tuesday,9
2023-03-14 09:12:00,DOTA2,Twitter,Evil Exhibited ,1268,22,Text,0.017350157728706624,Tuesday,9
2023-03-14 07:23:00,DOTA2,Twitter,N/A ,134,4,Text,0.029850746268656716,Tuesday,7
2023-03-13 18:37:00,General,Twitter,Community Engagement ,15114,114,Photo,0.007542675664946407,Monday,18
2023-03-13 18:29:00,General,Twitter,Community Engagement ,15424,299,Video,0.019385373443983403,Monday,18
2023-03-13 18:17:00,General,Twitter,Community Engagement ,113,4,Text,0.035398230088495575,Monday,18
2023-03-13 17:37:00,General,Twitter,Community Engagement ,17863,83,Photo,0.0046464759558864695,Monday,17
2023-03-13 17:36:00,General,Twitter,Community Engagement ,16208,245,Video,0.01511599210266535,Monday,17
2023-03-13 17:29:00,General,Twitter,Community Engagement ,332,12,Video,0.03614457831325301,Monday,17
2023-03-13 17:25:00,General,Twitter,Community Engagement ,19404,367,Video,0.0189136260564832,Monday,17
2023-03-13 16:42:00,General,Twitter,Community Engagement ,15510,55,Photo,0.0035460992907801418,Monday,16
2023-03-13 16:01:00,General,Twitter,Community Engagement ,16827,94,Photo,0.005586260177096333,Monday,16
2023-03-13 12:30:00,General,Instagram,Evergreen ,129706,1341,Video,0.010338766132638429,Monday,12
2023-03-13 12:30:00,Valorant,YouTube,Evil Exhibited ,97,5,Video,0.05154639175257732,Monday,12
2023-03-13 12:30:00,General,TikTok,Evergreen ,4004,107,Video,0.026723276723276724,Monday,12
2023-03-13 11:30:00,General,LinkedIn,Community Engagement ,1593,33,Photo,0.02071563088512241,Monday,11
2023-03-13 11:30:00,General,Twitter,Community Engagement ,15933,143,Photo,0.00897508316073558,Monday,11
2023-03-13 10:51:00,General,Instagram,Evergreen ,7425,96,Video,0.01292929292929293,Monday,10
2023-03-13 10:51:00,General,TikTok,Evergreen ,1107,106,Video,0.0957542908762421,Monday,10
2023-03-13 10:32:00,Valorant,YouTube,Evil Exhibited ,461,13,Video,0.028199566160520606,Monday,10
2023-03-12 12:30:00,Valorant,YouTube,Evil Exhibited ,69,2,Video,0.028985507246376812,Sunday,12
2023-03-11 19:03:00,General,Instagram,Evil Exhibited ,4375,0,Photo,0.0,Saturday,19
2023-03-11 19:01:00,General,Twitter,Evil Exhibited ,15470,82,Photo,0.005300581771170007,Saturday,19
2023-03-11 18:55:00,DOTA2,Twitter,Evil Exhibited ,1133,22,Photo,0.019417475728155338,Saturday,18
2023-03-11 18:01:00,General,Instagram,Evil Exhibited ,4560,0,Photo,0.0,Saturday,18
2023-03-11 17:59:00,General,Twitter,Evil Exhibited ,18435,27,Photo,0.0014646053702196907,Saturday,17
2023-03-11 16:58:00,General,Instagram,Evil Exhibited ,4610,0,Photo,0.0,Saturday,16
2023-03-11 16:55:00,General,Twitter,Evil Exhibited ,27211,132,Photo,0.00485097938333762,Saturday,16
2023-03-11 16:55:00,DOTA2,Twitter,Evil Exhibited ,631,5,Photo,0.00792393026941363,Saturday,16
2023-03-11 16:08:00,General,Instagram,Evil Exhibited ,4754,0,Photo,0.0,Saturday,16
2023-03-11 16:06:00,General,Twitter,Evil Exhibited ,15678,43,Photo,0.0027426967725475188,Saturday,16
2023-03-11 16:02:00,DOTA2,Twitter,Evil Exhibited ,992,13,Photo,0.01310483870967742,Saturday,16
2023-03-11 15:35:00,DOTA2,Twitter,Evil Exhibited ,626,5,Photo,0.007987220447284345,Saturday,15
2023-03-11 15:32:00,General,Instagram,Evil Exhibited ,4994,0,Photo,0.0,Saturday,15
2023-03-11 15:30:00,General,Twitter,Evil Exhibited ,19378,92,Photo,0.00474765197646816,Saturday,15
2023-03-11 15:19:00,DOTA2,Twitter,Evil Exhibited ,308,2,Text,0.006493506493506494,Saturday,15
2023-03-11 14:58:00,DOTA2,Twitter,Evil Exhibited ,205,1,Text,0.004878048780487805,Saturday,14
2023-03-11 14:35:00,General,Instagram,Evil Exhibited ,5318,0,Photo,0.0,Saturday,14
2023-03-11 14:32:00,General,Twitter,Community Engagement ,12987,72,Photo,0.005544005544005544,Saturday,14
2023-03-11 14:27:00,General,Twitter,Evil Exhibited ,17645,101,Photo,0.005724001133465571,Saturday,14
2023-03-11 14:26:00,DOTA2,Twitter,Evil Exhibited ,616,9,Photo,0.01461038961038961,Saturday,14
2023-03-11 14:09:00,General,Instagram,Evil Exhibited ,10251,174,Video,0.016973953760608722,Saturday,14
2023-03-11 14:09:00,General,TikTok,Evil Exhibited ,296,14,Video,0.0472972972972973,Saturday,14
2023-03-11 13:45:00,General,Twitter,Community Engagement ,12438,48,Photo,0.003859141341051616,Saturday,13
2023-03-11 13:08:00,General,Twitter,Community Engagement ,13281,67,Photo,0.005044800843309992,Saturday,13
2023-03-11 12:30:00,Valorant,YouTube,Evil Exhibited ,49,3,Video,0.061224489795918366,Saturday,12
2023-03-11 11:37:00,General,Instagram,Evil Exhibited ,6098,0,Photo,0.0,Saturday,11
2023-03-11 11:31:00,General,Twitter,Evil Exhibited ,36744,240,Photo,0.006531678641410843,Saturday,11
2023-03-11 11:27:00,DOTA2,Twitter,Evil Exhibited ,617,13,Photo,0.02106969205834684,Saturday,11
2023-03-11 10:37:00,DOTA2,Twitter,Evil Exhibited ,1391,84,Video,0.0603882099209202,Saturday,10
2023-03-11 10:36:00,General,Twitter,Evil Exhibited ,19175,790,Video,0.04119947848761408,Saturday,10
2023-03-11 09:45:00,DOTA2,Twitter,Evil Exhibited ,1077,11,Text,0.01021355617455896,Saturday,9
2023-03-11 09:44:00,DOTA2,Twitter,N/A ,90,5,Text,0.05555555555555555,Saturday,9
2023-03-11 06:30:00,General,Instagram,Evergreen ,11861,81,Video,0.006829103785515555,Saturday,6
2023-03-11 06:30:00,General,TikTok,Evergreen ,191,6,Video,0.031413612565445025,Saturday,6
2023-03-10 17:09:00,General,Twitter,Community Engagement ,1005,35,Video,0.03482587064676617,Friday,17
2023-03-10 17:09:00,General,Twitter,Community Engagement ,15238,179,Photo,0.011746948418427616,Friday,17
2023-03-10 16:53:00,DOTA2,Twitter,N/A ,581,4,Photo,0.0068846815834767644,Friday,16
2023-03-10 16:49:00,General,Twitter,Community Engagement ,23514,479,Photo,0.020370842902100877,Friday,16
2023-03-10 16:46:00,General,Twitter,Community Engagement ,19025,195,Photo,0.010249671484888305,Friday,16
2023-03-10 16:45:00,General,Facebook,N/A ,7770,393,Photo,0.05057915057915058,Friday,16
2023-03-10 16:45:00,General,Facebook,N/A ,7770,393,Photo,0.05057915057915058,Friday,16
2023-03-10 16:45:00,General,Facebook,N/A ,7770,393,Photo,0.05057915057915058,Friday,16
2023-03-10 16:45:00,General,Facebook,N/A ,23309,1176,Photo,0.050452614869792786,Friday,16
2023-03-10 16:45:00,DOTA2,Twitter,N/A ,613,9,Photo,0.01468189233278956,Friday,16
2023-03-10 16:39:00,General,Twitter,Community Engagement ,15257,622,Video,0.04076817198662909,Friday,16
2023-03-10 16:35:00,DOTA2,Twitter,N/A ,3855,412,Photo,0.10687418936446173,Friday,16
2023-03-10 16:13:00,DOTA2,Twitter,N/A ,675,4,Text,0.005925925925925926,Friday,16
2023-03-10 15:59:00,General,Facebook,N/A ,28713,1031,Photo,0.035907080416536064,Friday,15
2023-03-10 15:59:00,DOTA2,Twitter,N/A ,551,5,Photo,0.009074410163339383,Friday,15
2023-03-10 15:59:00,General,Twitter,Community Engagement ,34490,505,Photo,0.0146419251957089,Friday,15
2023-03-10 15:49:00,General,Instagram,Community Engagement ,7394,0,Photo,0.0,Friday,15
2023-03-10 15:05:00,General,Instagram,Evergreen ,9394,89,Video,0.009474132424952098,Friday,15
2023-03-10 15:00:00,General,TikTok,Evergreen ,304,6,Video,0.019736842105263157,Friday,15
2023-03-10 14:29:00,DOTA2,Twitter,N/A ,1084,20,Photo,0.01845018450184502,Friday,14
2023-03-10 14:14:00,ContentCreators,YouTube,N/A ,2939,88,Video,0.02994215719632528,Friday,14
2023-03-10 14:14:00,ContentCreators,YouTube,N/A ,32,2,Video,0.0625,Friday,14
2023-03-10 14:14:00,ContentCreators,YouTube,N/A ,5015,70,Video,0.013958125623130608,Friday,14
2023-03-10 14:14:00,ContentCreators,YouTube,N/A ,5685,118,Video,0.020756376429199648,Friday,14
2023-03-10 14:13:00,ContentCreators,YouTube,N/A ,1875,62,Video,0.03306666666666667,Friday,14
2023-03-10 14:13:00,ContentCreators,YouTube,N/A ,2253,53,Video,0.023524189968930315,Friday,14
2023-03-10 14:01:00,General,Twitter,Community Engagement ,17155,445,Video,0.025939959195569805,Friday,14
2023-03-10 14:00:00,ContentCreators,YouTube,Community Engagement ,38,9,Video,0.23684210526315788,Friday,14
2023-03-10 14:00:00,General,Facebook,Community Engagement ,12299,486,Video,0.03951540775672819,Friday,14
2023-03-10 13:45:00,DOTA2,Twitter,N/A ,1667,24,Text,0.014397120575884824,Friday,13
2023-03-10 12:15:00,Valorant,YouTube,Evil Exhibited ,26,2,Video,0.07692307692307693,Friday,12
2023-03-10 12:11:00,General,Instagram,Community Engagement ,7683,0,Video,0.0,Friday,12
2023-03-10 12:09:00,General,Instagram,Community Engagement ,8617,0,Video,0.0,Friday,12
2023-03-10 11:12:00,DOTA2,Twitter,Evil Exhibited ,917,9,Photo,0.009814612868047983,Friday,11
2023-03-10 11:00:00,General,Twitter,Evil Exhibited ,19333,193,Photo,0.009982930740185176,Friday,11
2023-03-10 11:00:00,General,Instagram,Evil Exhibited ,6811,75,Photo,0.01101159888415798,Friday,11
2023-03-10 10:23:00,General,YouTube,N/A ,2494,108,Video,0.04330392943063352,Friday,10
2023-03-10 10:23:00,General,YouTube,N/A ,1823,54,Video,0.029621503017004936,Friday,10
2023-03-10 10:11:00,Valorant,YouTube,Evil Exhibited ,399,30,Video,0.07518796992481203,Friday,10
2023-03-10 09:26:00,General,YouTube,N/A ,3383,104,Video,0.030741945019213717,Friday,9
2023-03-10 08:48:00,General,Twitter,Community Engagement ,415457,10638,Text,0.02560553799791555,Friday,8
2023-03-10 08:11:00,General,Twitter,Evil Exhibited ,441,23,Text,0.05215419501133787,Friday,8
2023-03-10 06:06:00,General,Instagram,Evil Exhibited ,8258,92,Video,0.011140712036812788,Friday,6
2023-03-10 06:00:00,General,TikTok,Evil Exhibited ,894,31,Video,0.03467561521252797,Friday,6
2023-03-09 17:49:00,General,Twitter,Community Engagement ,1654,59,Text,0.035671100362756954,Thursday,17
2023-03-09 17:47:00,General,Twitter,Community Engagement ,30732,325,Text,0.010575296108291032,Thursday,17
2023-03-09 17:45:00,General,Twitter,Community Engagement ,35367,647,Photo,0.018293889784262166,Thursday,17
2023-03-09 17:44:00,General,Facebook,N/A ,42080,6682,Photo,0.15879277566539923,Thursday,17
2023-03-09 17:44:00,DOTA2,Twitter,N/A ,1420,28,Photo,0.01971830985915493,Thursday,17
2023-03-09 17:42:00,General,Instagram,N/A ,6349,0,Video,0.0,Thursday,17
2023-03-09 17:32:00,DOTA2,Twitter,N/A ,1496,43,Photo,0.02874331550802139,Thursday,17
2023-03-09 17:24:00,DOTA2,Twitter,N/A ,747,12,Text,0.01606425702811245,Thursday,17
2023-03-09 17:23:00,General,Twitter,Community Engagement ,18354,529,Video,0.02882205513784461,Thursday,17
2023-03-09 17:20:00,General,Instagram,Community Engagement ,10952,249,Video,0.022735573411249085,Thursday,17
2023-03-09 17:14:00,General,Instagram,Community Engagement ,7164,0,Video,0.0,Thursday,17
2023-03-09 16:45:00,General,Twitter,Community Engagement ,20207,311,Photo,0.015390706190923937,Thursday,16
2023-03-09 16:27:00,General,Twitter,Community Engagement ,6098,124,Photo,0.020334535913414234,Thursday,16
2023-03-09 16:26:00,General,Twitter,Community Engagement ,16022,261,Text,0.016290101110972413,Thursday,16
2023-03-09 16:26:00,General,Twitter,Community Engagement ,44390,479,Photo,0.010790718630322145,Thursday,16
2023-03-09 16:26:00,General,Facebook,N/A ,26522,1593,Photo,0.06006334363924289,Thursday,16
2023-03-09 16:26:00,DOTA2,Twitter,N/A ,884,18,Photo,0.020361990950226245,Thursday,16
2023-03-09 16:00:00,General,Instagram,Evergreen ,9300,98,Video,0.010537634408602151,Thursday,16
2023-03-09 16:00:00,General,TikTok,Evergreen ,331,4,Video,0.012084592145015106,Thursday,16
2023-03-09 15:45:00,General,Twitter,Community Engagement ,16693,164,Photo,0.009824477325825197,Thursday,15
2023-03-09 15:25:00,DOTA2,Twitter,N/A ,751,18,Photo,0.023968042609853527,Thursday,15
2023-03-09 15:02:00,General,Twitter,Community Engagement ,1642,67,Text,0.04080389768574909,Thursday,15
2023-03-09 15:00:00,DOTA2,Twitter,N/A ,1924,58,Photo,0.030145530145530147,Thursday,15
2023-03-09 15:00:00,General,Facebook,N/A ,100614,10069,Photo,0.10007553620768482,Thursday,15
2023-03-09 12:30:00,Valorant,YouTube,Evil Exhibited ,204,9,Video,0.04411764705882353,Thursday,12
2023-03-09 12:30:00,General,YouTube,Community Engagement ,507,19,Video,0.03747534516765286,Thursday,12
2023-03-09 12:09:00,CSGO,Twitter,Community Engagement ,807,19,Text,0.023543990086741014,Thursday,12
2023-03-09 12:00:00,CSGO,Twitter,Community Engagement ,108651,1538,Photo,0.014155415044500281,Thursday,12
2023-03-09 11:08:00,DOTA2,Twitter,Evil Exhibited ,1207,46,Photo,0.03811101905550953,Thursday,11
2023-03-09 11:00:00,General,Instagram,Evil Exhibited ,7181,103,Photo,0.014343406210834145,Thursday,11
2023-03-09 11:00:00,General,Twitter,Evil Exhibited ,13995,153,Photo,0.010932475884244373,Thursday,11
2023-03-09 08:28:00,DOTA2,Twitter,Evil Exhibited ,1413,38,Video,0.02689313517338995,Thursday,8
2023-03-09 07:11:00,General,LinkedIn,Community Engagement ,1571,20,Text,0.012730744748567792,Thursday,7
2023-03-09 06:06:00,General,Instagram,Evil Exhibited ,6506,72,Video,0.011066707654472794,Thursday,6
2023-03-09 06:00:00,General,TikTok,Evil Exhibited ,441,7,Video,0.015873015873015872,Thursday,6
2023-03-08 19:20:00,CSGO,Twitter,Community Engagement ,3219,103,Photo,0.031997514756135444,Wednesday,19
2023-03-08 17:44:00,CSGO,Twitter,Community Engagement ,2123,31,Photo,0.01460197833254828,Wednesday,17
2023-03-08 16:51:00,CSGO,Twitter,Community Engagement ,2791,77,Photo,0.027588677893228233,Wednesday,16
2023-03-08 16:14:00,DOTA2,Twitter,Evil Exhibited ,1572,37,Photo,0.023536895674300253,Wednesday,16
2023-03-08 15:56:00,General,Instagram,Community Engagement ,9926,0,Photo,0.0,Wednesday,15
2023-03-08 15:02:00,General,Instagram,Evergreen ,28146,981,Video,0.034853975698145384,Wednesday,15
2023-03-08 15:02:00,General,TikTok,Evergreen ,1712,107,Video,0.0625,Wednesday,15
2023-03-08 12:30:00,ContentCreators,YouTube,Community Engagement ,54,7,Video,0.12962962962962962,Wednesday,12
2023-03-08 12:30:00,Valorant,YouTube,Evil Exhibited ,28,1,Video,0.03571428571428571,Wednesday,12
2023-03-08 12:17:00,General,YouTube,N/A ,1762,39,Video,0.02213393870601589,Wednesday,12
2023-03-08 11:43:00,ContentCreators,YouTube,N/A ,929,45,Video,0.04843918191603875,Wednesday,11
2023-03-08 11:41:00,General,Instagram,Evil Exhibited ,7048,153,Photo,0.021708286038592508,Wednesday,11
2023-03-08 11:40:00,General,Twitter,Evil Exhibited ,22840,396,Photo,0.01733800350262697,Wednesday,11
2023-03-08 10:00:00,General,LinkedIn,Community Engagement ,1161,32,Photo,0.02756244616709733,Wednesday,10
2023-03-08 10:00:00,General,Twitter,Evil Exhibited ,85655,3810,Photo,0.04448076586305528,Wednesday,10
2023-03-08 06:05:00,General,Instagram,Evil Exhibited ,6700,82,Video,0.012238805970149255,Wednesday,6
2023-03-08 06:00:00,General,TikTok,Evil Exhibited ,196070,9680,Video,0.04937012291528536,Wednesday,6
2023-03-07 21:00:00,General,YouTube,Evergreen ,341,6,Video,0.017595307917888565,Tuesday,21
2023-03-07 14:53:00,General,Twitter,Community Engagement ,1451,63,Text,0.043418332184700204,Tuesday,14
2023-03-07 12:39:00,General,Twitter,Evil Exhibited ,2388,225,Photo,0.0942211055276382,Tuesday,12
2023-03-07 12:30:00,Valorant,YouTube,Evil Exhibited ,53,5,Video,0.09433962264150944,Tuesday,12
2023-03-07 11:39:00,General,LinkedIn,Community Engagement ,1703,40,Link,0.023487962419260128,Tuesday,11
2023-03-07 11:30:00,General,Twitter,Community Engagement ,18945,496,Photo,0.026181050409078914,Tuesday,11
2023-03-07 11:16:00,DOTA2,Twitter,N/A ,2141,58,Text,0.0270901447921532,Tuesday,11
2023-03-07 11:00:00,General,Instagram,Evergreen ,13619,204,Video,0.014979073353403333,Tuesday,11
2023-03-07 11:00:00,General,TikTok,Evergreen ,1365,53,Video,0.03882783882783883,Tuesday,11
2023-03-07 09:37:00,ContentCreators,YouTube,N/A ,807,36,Video,0.04460966542750929,Tuesday,9
2023-03-07 09:30:00,ContentCreators,YouTube,N/A ,1643,53,Video,0.03225806451612903,Tuesday,9
2023-03-07 09:12:00,General,Instagram,Evergreen ,23484,577,Video,0.024569919945494807,Tuesday,9
2023-03-07 09:00:00,General,TikTok,Evergreen ,288,6,Video,0.020833333333333332,Tuesday,9
2023-03-07 06:06:00,General,Instagram,Evil Exhibited ,8826,91,Video,0.010310446408338999,Tuesday,6
2023-03-07 06:00:00,General,TikTok,Evil Exhibited ,3064,86,Video,0.028067885117493474,Tuesday,6
2023-03-06 16:32:00,General,Twitter,Community Engagement ,17157,178,Photo,0.010374774144663985,Monday,16
2023-03-06 16:08:00,General,YouTube,N/A ,4338,72,Video,0.016597510373443983,Monday,16
2023-03-06 16:08:00,General,YouTube,N/A ,1562,44,Video,0.028169014084507043,Monday,16
2023-03-06 15:24:00,General,Twitter,Evil Exhibited ,1503,22,Text,0.014637391882900865,Monday,15
2023-03-06 15:15:00,DOTA2,Twitter,N/A ,4062,172,Link,0.04234367306745446,Monday,15
2023-03-06 15:14:00,DOTA2,Twitter,N/A ,8332,73,Text,0.008761401824291887,Monday,15
2023-03-06 14:54:00,General,Twitter,Community Engagement ,13635,82,Photo,0.006013934726806014,Monday,14
2023-03-06 14:00:00,General,Instagram,Evil Exhibited ,15742,296,Video,0.018803201626222843,Monday,14
2023-03-06 13:57:00,General,TikTok,Evil Exhibited ,1377,99,Video,0.0718954248366013,Monday,13
2023-03-06 12:30:00,ContentCreators,YouTube,Community Engagement ,29,11,Video,0.3793103448275862,Monday,12
2023-03-06 12:30:00,Valorant,YouTube,Evil Exhibited ,43,4,Video,0.09302325581395349,Monday,12
2023-03-06 12:12:00,DOTA2,Twitter,N/A ,64,1,Text,0.015625,Monday,12
2023-03-06 10:18:00,General,Twitter,Community Engagement ,298,13,Text,0.0436241610738255,Monday,10
2023-03-06 08:43:00,DOTA2,Twitter,N/A ,5163,180,Text,0.034863451481696686,Monday,8
2023-03-06 06:06:00,General,Instagram,Evil Exhibited ,7670,100,Video,0.01303780964797914,Monday,6
2023-03-06 06:00:00,General,TikTok,Evil Exhibited ,2789,130,Video,0.046611688777339545,Monday,6
2023-03-05 16:49:00,General,Twitter,Community Engagement ,18989,644,Video,0.03391437147822424,Sunday,16
2023-03-05 16:47:00,General,Twitter,Community Engagement ,16300,87,Photo,0.005337423312883435,Sunday,16
2023-03-05 16:42:00,DOTA2,Twitter,Community Engagement ,6235,310,Text,0.04971932638331997,Sunday,16
