Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement Rate,Day of the Week,Hour
2023-02-23 08:18:00,DOTA2,Twitter,N/A ,1859,99,Photo,0.05325443786982249,Thursday,8
2023-02-23 08:16:00,DOTA2,Twitter,Community Engagement ,1284,124,Video,0.09657320872274143,Thursday,8
2023-02-23 08:16:00,General,Facebook,Community Engagement ,10680,1824,Video,0.1707865168539326,Thursday,8
2023-02-23 08:15:00,General,Twitter,Community Engagement ,12802,418,Video,0.032651148258084677,Thursday,8
2023-02-23 08:14:00,General,Facebook,Community Engagement ,17695,2223,Video,0.1256287086747669,Thursday,8
2023-02-23 07:57:00,DOTA2,Twitter,Community Engagement ,785,18,Text,0.022929936305732482,Thursday,7
2023-02-23 07:57:00,General,Facebook,Community Engagement ,31727,3012,Text,0.09493491348063164,Thursday,7
2023-02-23 07:19:00,DOTA2,Twitter,N/A ,34,0,Text,0.0,Thursday,7
2023-02-23 07:18:00,General,Facebook,Community Engagement ,10644,323,Photo,0.030345734686208194,Thursday,7
2023-02-23 07:18:00,General,Twitter,Community Engagement ,15245,181,Photo,0.01187274516234831,Thursday,7
2023-02-23 07:17:00,DOTA2,Twitter,Community Engagement ,1120,40,Photo,0.03571428571428571,Thursday,7
2023-02-23 07:17:00,General,Facebook,Community Engagement ,17152,1785,Photo,0.10406949626865672,Thursday,7
2023-02-23 07:05:00,DOTA2,Twitter,N/A ,629,27,Text,0.04292527821939587,Thursday,7
2023-02-23 07:03:00,DOTA2,Twitter,N/A ,322,8,Text,0.024844720496894408,Thursday,7
2023-02-23 06:29:00,DOTA2,Twitter,N/A ,24,1,Text,0.041666666666666664,Thursday,6
2023-02-23 06:27:00,General,Facebook,Community Engagement ,8179,625,Photo,0.07641520968333537,Thursday,6
2023-02-23 06:17:00,DOTA2,Twitter,N/A ,981,35,Photo,0.03567787971457696,Thursday,6
2023-02-23 06:16:00,DOTA2,Twitter,Community Engagement ,3597,172,Photo,0.047817625799277175,Thursday,6
2023-02-23 06:16:00,General,Facebook,Community Engagement ,43217,6782,Photo,0.1569289862785478,Thursday,6
2023-02-23 05:46:00,CSGO,Twitter,Community Engagement ,6749,367,Photo,0.054378426433545714,Thursday,5
2023-02-23 04:23:00,CSGO,Twitter,Community Engagement ,7417,163,Photo,0.021976540380207632,Thursday,4
2023-02-23 03:30:00,CSGO,Twitter,Community Engagement ,8846,166,Photo,0.01876554374858693,Thursday,3
2023-02-22 20:46:00,General,Instagram,N/A ,6076,0,Video,0.0,Wednesday,20
2023-02-22 19:10:00,CSGO,Twitter,Community Engagement ,2389,46,Photo,0.019254918375889492,Wednesday,19
2023-02-22 17:57:00,CSGO,Twitter,Community Engagement ,3362,30,Photo,0.00892325996430696,Wednesday,17
2023-02-22 17:06:00,CSGO,Twitter,Community Engagement ,5331,86,Photo,0.016132057775276685,Wednesday,17
2023-02-22 14:30:00,General,Instagram,Evergreen ,137,1,Video,0.0072992700729927005,Wednesday,14
2023-02-22 14:30:00,General,TikTok,Evergreen ,204,6,Video,0.029411764705882353,Wednesday,14
2023-02-22 13:48:00,General,Twitter,Community Engagement ,487,16,Text,0.03285420944558522,Wednesday,13
2023-02-22 12:37:00,DOTA2,Twitter,N/A ,714,27,Text,0.037815126050420166,Wednesday,12
2023-02-22 12:35:00,General,Facebook,Community Engagement ,29924,6967,Photo,0.23282315198502873,Wednesday,12
2023-02-22 12:35:00,DOTA2,Twitter,N/A ,5898,331,Photo,0.05612071888775856,Wednesday,12
2023-02-22 12:19:00,CSGO,Twitter,Community Engagement ,4274,219,Photo,0.051240056153486195,Wednesday,12
2023-02-22 11:22:00,CSGO,Twitter,Community Engagement ,4851,113,Photo,0.02329416615130901,Wednesday,11
2023-02-22 11:00:00,General,Twitter,Community Engagement ,22201,454,Video,0.02044952930048196,Wednesday,11
2023-02-22 10:32:00,CSGO,Twitter,Community Engagement ,5935,119,Photo,0.020050547598989048,Wednesday,10
2023-02-22 09:30:00,General,Twitter,Community Engagement ,21937,393,Photo,0.01791493823221042,Wednesday,9
2023-02-22 09:30:00,General,Facebook,Community Engagement ,10701,2133,Photo,0.19932716568544995,Wednesday,9
2023-02-22 09:30:00,DOTA2,Twitter,N/A ,22,1,Text,0.045454545454545456,Wednesday,9
2023-02-22 09:29:00,DOTA2,Twitter,Community Engagement ,5018,288,Photo,0.05739338381825428,Wednesday,9
2023-02-22 09:29:00,General,Facebook,Community Engagement ,58537,12989,Photo,0.22189384491859848,Wednesday,9
2023-02-22 09:19:00,DOTA2,Twitter,Community Engagement ,1736,142,Video,0.08179723502304148,Wednesday,9
2023-02-22 09:18:00,General,Facebook,Community Engagement ,12457,1687,Video,0.1354258649755158,Wednesday,9
2023-02-22 09:07:00,General,Instagram,Evergreen ,7984,134,Video,0.016783567134268536,Wednesday,9
2023-02-22 09:05:00,ContentCreators,YouTube,N/A ,1648,46,Video,0.027912621359223302,Wednesday,9
2023-02-22 09:02:00,DOTA2,Twitter,N/A ,608,12,Link,0.019736842105263157,Wednesday,9
2023-02-22 09:00:00,General,TikTok,Evergreen ,1102,42,Video,0.038112522686025406,Wednesday,9
2023-02-22 09:00:00,General,YouTube,Evergreen ,561,24,Video,0.0427807486631016,Wednesday,9
2023-02-22 08:56:00,DOTA2,Twitter,Community Engagement ,1917,73,Text,0.03808033385498174,Wednesday,8
2023-02-22 08:56:00,General,Facebook,Community Engagement ,23787,3550,Text,0.14924118215832177,Wednesday,8
2023-02-22 08:50:00,General,Twitter,Community Engagement ,14542,211,Photo,0.014509696052812543,Wednesday,8
2023-02-22 08:50:00,General,Facebook,Community Engagement ,17529,948,Photo,0.05408180729077529,Wednesday,8
2023-02-22 08:22:00,DOTA2,Twitter,N/A ,426,15,Text,0.035211267605633804,Wednesday,8
2023-02-22 08:14:00,General,Facebook,Community Engagement ,13674,1065,Photo,0.07788503729706012,Wednesday,8
2023-02-22 08:06:00,General,Twitter,Community Engagement ,812,81,Text,0.09975369458128079,Wednesday,8
2023-02-22 08:05:00,General,Twitter,Community Engagement ,21050,337,Photo,0.016009501187648455,Wednesday,8
2023-02-22 08:04:00,DOTA2,Twitter,Community Engagement ,7894,305,Text,0.03863693944768178,Wednesday,8
2023-02-22 08:04:00,General,Facebook,Community Engagement ,34153,7230,Text,0.21169443387110942,Wednesday,8
2023-02-22 07:45:00,DOTA2,Twitter,N/A ,756,47,Video,0.062169312169312166,Wednesday,7
2023-02-22 07:45:00,DOTA2,Twitter,Community Engagement ,2408,102,Text,0.04235880398671096,Wednesday,7
2023-02-22 07:45:00,General,Facebook,Community Engagement ,27061,3344,Text,0.12357266915487232,Wednesday,7
2023-02-22 07:45:00,General,Twitter,Community Engagement ,12882,107,Link,0.008306163639186463,Wednesday,7
2023-02-22 07:35:00,General,Twitter,Community Engagement ,26225,220,Photo,0.008388941849380362,Wednesday,7
2023-02-22 07:35:00,General,Facebook,Community Engagement ,14202,747,Photo,0.052598225602027884,Wednesday,7
2023-02-22 07:17:00,General,Facebook,Community Engagement ,21236,3613,Photo,0.17013561876059521,Wednesday,7
2023-02-22 07:17:00,DOTA2,Twitter,Community Engagement ,2109,91,Photo,0.0431484115694642,Wednesday,7
2023-02-22 06:07:00,General,Instagram,Community Engagement ,40714,5404,Photo,0.1327307560053053,Wednesday,6
2023-02-22 05:51:00,DOTA2,Twitter,N/A ,1096,58,Photo,0.05291970802919708,Wednesday,5
2023-02-22 05:50:00,DOTA2,Twitter,Community Engagement ,3728,264,Photo,0.07081545064377683,Wednesday,5
2023-02-22 05:50:00,General,Facebook,Community Engagement ,52172,9296,Photo,0.17817986659510848,Wednesday,5
2023-02-21 19:35:00,DOTA2,Twitter,N/A ,60,8,Text,0.13333333333333333,Tuesday,19
2023-02-21 19:06:00,DOTA2,Twitter,N/A ,2360,119,Photo,0.050423728813559325,Tuesday,19
2023-02-21 18:48:00,CSGO,Twitter,Community Engagement ,1799,16,Photo,0.008893829905503057,Tuesday,18
2023-02-21 17:48:00,CSGO,Twitter,Community Engagement ,3120,49,Photo,0.015705128205128205,Tuesday,17
2023-02-21 17:07:00,CSGO,Twitter,Community Engagement ,4208,69,Photo,0.016397338403041826,Tuesday,17
2023-02-21 15:07:00,ContentCreators,YouTube,N/A ,1397,43,Video,0.030780243378668574,Tuesday,15
2023-02-21 14:00:00,General,Instagram,Evil Exhibited ,9649,163,Video,0.016892942273810756,Tuesday,14
2023-02-21 14:00:00,General,TikTok,Evil Exhibited ,1063,34,Video,0.03198494825964252,Tuesday,14
2023-02-21 14:00:00,Valorant,YouTube,Evil Exhibited ,6,0,Video,0.0,Tuesday,14
2023-02-21 13:00:00,General,Instagram,Community Engagement ,41511,2775,Video,0.0668497506684975,Tuesday,13
2023-02-21 13:00:00,General,Twitter,Community Engagement ,31331,1079,Video,0.034438734799399955,Tuesday,13
2023-02-21 13:00:00,DOTA2,Twitter,Community Engagement ,3774,375,Video,0.09936406995230525,Tuesday,13
2023-02-21 13:00:00,General,Facebook,Community Engagement ,11670,1907,Video,0.16341045415595545,Tuesday,13
2023-02-21 13:00:00,General,Facebook,Community Engagement ,189066,25550,Video,0.1351379941396126,Tuesday,13
2023-02-21 12:41:00,DOTA2,Twitter,N/A ,2625,150,Text,0.05714285714285714,Tuesday,12
2023-02-21 12:00:00,DOTA2,Twitter,Community Engagement ,6298,596,Video,0.09463321689425214,Tuesday,12
2023-02-21 12:00:00,General,Facebook,Community Engagement ,10913,2329,Video,0.2134151928892147,Tuesday,12
2023-02-21 11:41:00,DOTA2,Twitter,N/A ,312,17,Text,0.05448717948717949,Tuesday,11
2023-02-21 11:22:00,General,Instagram,Community Engagement ,13062,392,Carousel,0.030010718113612004,Tuesday,11
2023-02-21 11:12:00,General,Twitter,Community Engagement ,94649,3599,Photo,0.03802470179294023,Tuesday,11
2023-02-21 10:20:00,General,Instagram,N/A ,19954,484,Video,0.024255788313120176,Tuesday,10
2023-02-21 10:19:00,General,TikTok,N/A ,1216,94,Video,0.07730263157894737,Tuesday,10
2023-02-21 10:02:00,General,Twitter,Community Engagement ,371,7,Text,0.018867924528301886,Tuesday,10
2023-02-21 09:58:00,General,Twitter,Community Engagement ,14714,57,Text,0.0038738616283811337,Tuesday,9
2023-02-21 09:44:00,Valorant,YouTube,N/A ,191,9,Video,0.04712041884816754,Tuesday,9
2023-02-21 09:17:00,General,Twitter,Community Engagement ,26986,473,Photo,0.01752760690728526,Tuesday,9
2023-02-21 09:00:00,DOTA2,Twitter,Community Engagement ,4387,332,Photo,0.07567813995896969,Tuesday,9
2023-02-21 09:00:00,General,Facebook,Community Engagement ,40985,7584,Photo,0.18504330852751005,Tuesday,9
2023-02-21 07:55:00,DOTA2,Twitter,N/A ,519,34,Video,0.06551059730250482,Tuesday,7
2023-02-21 05:35:00,DOTA2,Twitter,N/A ,1334,60,Text,0.044977511244377814,Tuesday,5
2023-02-20 19:12:00,DOTA2,Twitter,N/A ,7294,396,Text,0.05429119824513299,Monday,19
2023-02-20 12:07:00,General,Twitter,Community Engagement ,22374,304,Photo,0.013587199427907393,Monday,12
2023-02-20 11:04:00,CSGO,Twitter,Community Engagement ,1244,42,Text,0.03376205787781351,Monday,11
2023-02-20 11:01:00,CSGO,Twitter,Community Engagement ,209875,5817,Photo,0.02771649791542585,Monday,11
2023-02-20 10:00:00,DOTA2,Twitter,N/A ,4452,219,Photo,0.04919137466307277,Monday,10
2023-02-20 10:00:00,General,Facebook,N/A ,41285,6214,Photo,0.15051471478745307,Monday,10
2023-02-19 21:36:00,CSGO,Twitter,Community Engagement ,58860,2522,Photo,0.04284743459055386,Sunday,21
2023-02-19 20:12:00,CSGO,Twitter,Community Engagement ,11626,516,Photo,0.04438327885773267,Sunday,20
2023-02-19 16:20:00,CSGO,Twitter,Community Engagement ,6945,165,Photo,0.023758099352051837,Sunday,16
2023-02-19 15:41:00,CSGO,Twitter,Community Engagement ,14115,519,Photo,0.03676939426142402,Sunday,15
2023-02-19 15:39:00,General,Instagram,Community Engagement ,5722,0,Photo,0.0,Sunday,15
2023-02-19 14:42:00,General,Instagram,Community Engagement ,5326,0,Video,0.0,Sunday,14
2023-02-19 14:34:00,General,Instagram,Community Engagement ,5509,0,Video,0.0,Sunday,14
2023-02-19 14:31:00,General,Instagram,Community Engagement ,6005,0,Video,0.0,Sunday,14
2023-02-19 13:25:00,CSGO,Twitter,Community Engagement ,3295,113,Photo,0.03429438543247344,Sunday,13
2023-02-19 12:09:00,CSGO,Twitter,Community Engagement ,7140,206,Photo,0.0288515406162465,Sunday,12
2023-02-19 10:29:00,General,Twitter,Community Engagement ,24348,345,Photo,0.014169541646131099,Sunday,10
2023-02-19 09:30:00,DOTA2,Twitter,Community Engagement ,5226,385,Photo,0.07367011098354381,Sunday,9
2023-02-19 09:30:00,General,Facebook,Community Engagement ,35737,6267,Photo,0.17536446819822593,Sunday,9
2023-02-18 16:42:00,CSGO,Twitter,Community Engagement ,2374,39,Photo,0.016427969671440605,Saturday,16
2023-02-18 16:36:00,General,Twitter,Evil Exhibited ,4329,417,Text,0.09632709632709632,Saturday,16
2023-02-18 14:29:00,General,Twitter,Evil Exhibited ,1412,95,Video,0.06728045325779036,Saturday,14
2023-02-18 14:22:00,General,Twitter,Evil Exhibited ,1744,84,Video,0.0481651376146789,Saturday,14
2023-02-18 14:19:00,General,Twitter,Evil Exhibited ,6883,217,Video,0.03152695045764928,Saturday,14
2023-02-18 14:16:00,General,Twitter,Evil Exhibited ,1422,57,Video,0.04008438818565401,Saturday,14
2023-02-18 14:10:00,General,Twitter,Evil Exhibited ,4137,207,Text,0.05003625815808557,Saturday,14
2023-02-18 13:53:00,General,Twitter,Evil Exhibited ,80324,2675,Photo,0.033302624371296254,Saturday,13
2023-02-18 13:51:00,General,Facebook,Evil Exhibited ,24416,1194,Photo,0.04890235910878113,Saturday,13
2023-02-18 13:51:00,DOTA2,Twitter,Evil Exhibited ,4313,123,Photo,0.028518432645490376,Saturday,13
2023-02-18 13:26:00,DOTA2,Twitter,Evil Exhibited ,1050,13,Text,0.012380952380952381,Saturday,13
2023-02-18 13:26:00,General,Twitter,Evil Exhibited ,30606,805,Video,0.026302032281252042,Saturday,13
2023-02-18 13:14:00,General,Twitter,Evil Exhibited ,34752,868,Video,0.02497697974217311,Saturday,13
2023-02-18 13:02:00,DOTA2,Twitter,Evil Exhibited ,891,13,Text,0.014590347923681257,Saturday,13
2023-02-18 13:00:00,DOTA2,Twitter,Evil Exhibited ,930,21,Video,0.02258064516129032,Saturday,13
2023-02-18 12:56:00,General,Instagram,Evil Exhibited ,3383,0,Video,0.0,Saturday,12
2023-02-18 12:48:00,DOTA2,Twitter,Evil Exhibited ,994,14,Text,0.014084507042253521,Saturday,12
2023-02-18 12:45:00,DOTA2,Twitter,Evil Exhibited ,846,7,Video,0.008274231678486997,Saturday,12
2023-02-18 12:34:00,General,Instagram,Evil Exhibited ,3521,0,Video,0.0,Saturday,12
2023-02-18 12:25:00,DOTA2,Twitter,Evil Exhibited ,776,6,Text,0.007731958762886598,Saturday,12
2023-02-18 12:20:00,General,Twitter,Evil Exhibited ,1618,69,Video,0.04264524103831891,Saturday,12
2023-02-18 12:14:00,DOTA2,Twitter,Evil Exhibited ,1222,35,Photo,0.028641571194762683,Saturday,12
2023-02-18 12:05:00,DOTA2,Twitter,Evil Exhibited ,749,9,Video,0.012016021361815754,Saturday,12
2023-02-18 12:04:00,DOTA2,Twitter,Evil Exhibited ,612,3,Text,0.004901960784313725,Saturday,12
2023-02-18 12:03:00,DOTA2,Twitter,Evil Exhibited ,661,8,Photo,0.012102874432677761,Saturday,12
2023-02-18 12:03:00,General,Facebook,Evil Exhibited ,19909,1180,Photo,0.05926967703048872,Saturday,12
2023-02-18 12:02:00,General,Instagram,Evil Exhibited ,3682,0,Video,0.0,Saturday,12
2023-02-18 11:56:00,DOTA2,Twitter,Evil Exhibited ,894,10,Text,0.011185682326621925,Saturday,11
2023-02-18 11:56:00,General,Twitter,Evil Exhibited ,25131,263,Photo,0.010465162548247186,Saturday,11
2023-02-18 11:43:00,DOTA2,Twitter,N/A ,145,1,Video,0.006896551724137931,Saturday,11
2023-02-18 11:39:00,DOTA2,Twitter,Evil Exhibited ,3670,147,Text,0.04005449591280654,Saturday,11
2023-02-18 11:33:00,DOTA2,Twitter,Evil Exhibited ,134,4,Text,0.029850746268656716,Saturday,11
2023-02-18 11:30:00,General,Twitter,Evil Exhibited ,19678,1363,Photo,0.06926516922451469,Saturday,11
2023-02-18 11:19:00,DOTA2,Twitter,Evil Exhibited ,5055,385,Photo,0.076162215628091,Saturday,11
2023-02-18 11:18:00,DOTA2,Twitter,Evil Exhibited ,364,5,Text,0.013736263736263736,Saturday,11
2023-02-18 10:50:00,General,Twitter,Evil Exhibited ,15671,487,Photo,0.031076510752345098,Saturday,10
2023-02-18 10:30:00,DOTA2,Twitter,Evil Exhibited ,464,8,Photo,0.017241379310344827,Saturday,10
2023-02-18 10:30:00,General,Facebook,Evil Exhibited ,19468,638,Photo,0.03277172796383809,Saturday,10
2023-02-18 10:08:00,General,Twitter,Community Engagement ,32719,295,Photo,0.009016167975793882,Saturday,10
2023-02-18 09:43:00,General,Instagram,Evil Exhibited ,4043,0,Photo,0.0,Saturday,9
2023-02-18 09:30:00,DOTA2,Twitter,Evil Exhibited ,1377,37,Text,0.026870007262164125,Saturday,9
2023-02-18 09:26:00,DOTA2,Twitter,N/A ,551,1,Text,0.0018148820326678765,Saturday,9
2023-02-18 09:00:00,DOTA2,Twitter,Community Engagement ,3997,248,Photo,0.062046534901175884,Saturday,9
2023-02-18 09:00:00,General,Facebook,Community Engagement ,35227,6153,Photo,0.17466715871348681,Saturday,9
2023-02-18 07:22:00,DOTA2,Twitter,Evil Exhibited ,583,5,Text,0.008576329331046312,Saturday,7
2023-02-18 07:20:00,DOTA2,Twitter,Evil Exhibited ,1541,26,Text,0.016872160934458143,Saturday,7
2023-02-18 05:23:00,DOTA2,Twitter,N/A ,951,30,Video,0.031545741324921134,Saturday,5
2023-02-17 22:10:00,CSGO,Twitter,Community Engagement ,3406,106,Photo,0.031121550205519672,Friday,22
2023-02-17 20:23:00,General,Instagram,Community Engagement ,3306,0,Photo,0.0,Friday,20
2023-02-17 19:07:00,General,Instagram,Community Engagement ,3201,0,Video,0.0,Friday,19
2023-02-17 17:33:00,CSGO,Twitter,Community Engagement ,18242,547,Photo,0.029985747176844643,Friday,17
2023-02-17 16:34:00,General,Facebook,Evil Exhibited ,24322,492,Photo,0.020228599621741634,Friday,16
2023-02-17 16:34:00,General,Instagram,Evil Exhibited ,20348,567,Photo,0.02786514645173973,Friday,16
2023-02-17 16:27:00,DOTA2,Twitter,N/A ,394,2,Text,0.005076142131979695,Friday,16
2023-02-17 15:44:00,General,Instagram,Community Engagement ,3016,0,Video,0.0,Friday,15
2023-02-17 15:40:00,General,Instagram,Community Engagement ,3108,0,Video,0.0,Friday,15
2023-02-17 15:39:00,General,Instagram,Community Engagement ,3227,0,Photo,0.0,Friday,15
2023-02-17 15:39:00,General,Facebook,N/A ,14755,286,Photo,0.019383259911894272,Friday,15
2023-02-17 15:39:00,DOTA2,Twitter,N/A ,740,6,Photo,0.008108108108108109,Friday,15
2023-02-17 15:38:00,General,Twitter,Community Engagement ,41103,362,Photo,0.008807143030922317,Friday,15
2023-02-17 15:34:00,DOTA2,Twitter,N/A ,3497,208,Photo,0.05947955390334572,Friday,15
2023-02-17 15:33:00,DOTA2,Twitter,N/A ,580,3,Text,0.005172413793103448,Friday,15
2023-02-17 15:31:00,General,Twitter,Community Engagement ,20682,165,Video,0.007977951842181608,Friday,15
2023-02-17 15:30:00,General,Twitter,Community Engagement ,14159,89,Photo,0.006285754643689526,Friday,15
2023-02-17 15:23:00,DOTA2,Twitter,N/A ,687,8,Text,0.011644832605531296,Friday,15
2023-02-17 15:20:00,General,Instagram,Community Engagement ,3348,0,Photo,0.0,Friday,15
2023-02-17 15:17:00,DOTA2,Twitter,N/A ,647,12,Text,0.01854714064914992,Friday,15
2023-02-17 14:58:00,General,Facebook,N/A ,11920,278,Photo,0.023322147651006712,Friday,14
2023-02-17 14:58:00,DOTA2,Twitter,N/A ,494,4,Link,0.008097165991902834,Friday,14
2023-02-17 14:57:00,General,Twitter,Community Engagement ,54308,302,Photo,0.005560875009206746,Friday,14
2023-02-17 14:55:00,General,Instagram,Community Engagement ,3506,0,Video,0.0,Friday,14
2023-02-17 14:53:00,Valorant,YouTube,Evil Exhibited ,639,17,Video,0.026604068857589983,Friday,14
2023-02-17 14:49:00,DOTA2,Twitter,N/A ,743,7,Text,0.009421265141318977,Friday,14
2023-02-17 14:42:00,General,Instagram,Community Engagement ,3787,0,Photo,0.0,Friday,14
2023-02-17 14:01:00,General,Twitter,Community Engagement ,31857,788,Photo,0.024735536930658882,Friday,14
2023-02-17 13:00:00,DOTA2,Twitter,N/A ,1063,71,Photo,0.06679209783631232,Friday,13
2023-02-17 13:00:00,General,Facebook,N/A ,29498,1896,Photo,0.06427554410468507,Friday,13
2023-02-17 12:58:00,DOTA2,Twitter,N/A ,315,2,Text,0.006349206349206349,Friday,12
2023-02-17 12:23:00,General,Twitter,Community Engagement ,17485,173,Photo,0.009894195024306548,Friday,12
2023-02-17 12:00:00,General,Instagram,Evergreen ,10917,190,Video,0.017404048731336448,Friday,12
2023-02-17 12:00:00,General,TikTok,Evergreen ,1652,109,Video,0.06598062953995157,Friday,12
2023-02-17 11:56:00,DOTA2,Twitter,N/A ,578,9,Text,0.015570934256055362,Friday,11
2023-02-17 11:55:00,General,Instagram,Evil Exhibited ,4062,0,Photo,0.0,Friday,11
2023-02-17 11:41:00,General,Facebook,Community Engagement ,49251,22022,Photo,0.44713812917504214,Friday,11
2023-02-17 11:37:00,DOTA2,Twitter,N/A ,8760,1139,Photo,0.1300228310502283,Friday,11
2023-02-17 11:27:00,DOTA2,Twitter,N/A ,1480,64,Text,0.043243243243243246,Friday,11
2023-02-17 11:13:00,ContentCreators,YouTube,N/A ,128,3,Video,0.0234375,Friday,11
2023-02-17 10:58:00,DOTA2,Twitter,N/A ,62,1,Text,0.016129032258064516,Friday,10
2023-02-17 10:32:00,General,Facebook,Community Engagement ,25472,2871,Photo,0.11271199748743718,Friday,10
2023-02-17 10:32:00,DOTA2,Twitter,Community Engagement ,4274,262,Photo,0.061300889096864764,Friday,10
2023-02-17 09:00:00,General,Instagram,Evil Exhibited ,296,21,Video,0.07094594594594594,Friday,9
2023-02-17 09:00:00,DOTA2,Twitter,N/A ,897,3,Text,0.0033444816053511705,Friday,9
2023-02-17 09:00:00,DOTA2,Twitter,N/A ,750,37,Video,0.04933333333333333,Friday,9
2023-02-17 09:00:00,General,TikTok,Evil Exhibited ,752,41,Video,0.05452127659574468,Friday,9
2023-02-17 09:00:00,General,YouTube,Evil Exhibited ,352,7,Video,0.019886363636363636,Friday,9
2023-02-17 08:57:00,General,Twitter,Evergreen ,52350,6162,Video,0.11770773638968482,Friday,8
2023-02-17 08:57:00,General,Facebook,Evergreen ,61643,8074,Video,0.1309799977288581,Friday,8
2023-02-17 08:56:00,DOTA2,Twitter,Evil Exhibited ,347,2,Text,0.005763688760806916,Friday,8
2023-02-17 06:49:00,DOTA2,Twitter,Evil Exhibited ,112,8,Photo,0.07142857142857142,Friday,6
2023-02-17 06:44:00,DOTA2,Twitter,Evil Exhibited ,1015,10,Text,0.009852216748768473,Friday,6
2023-02-17 05:31:00,General,Facebook,Community Engagement ,40838,5106,Text,0.12503060874675548,Friday,5
2023-02-17 05:28:00,DOTA2,Twitter,N/A ,2429,68,Text,0.02799505969534788,Friday,5
2023-02-16 17:15:00,DOTA2,Twitter,N/A ,389,4,Text,0.010282776349614395,Thursday,17
2023-02-16 15:49:00,DOTA2,Twitter,N/A ,1439,38,Photo,0.02640722724113968,Thursday,15
2023-02-16 15:22:00,General,Twitter,Community Engagement ,1938,51,Video,0.02631578947368421,Thursday,15
2023-02-16 15:14:00,DOTA2,Twitter,N/A ,24,2,Text,0.08333333333333333,Thursday,15
2023-02-16 15:12:00,General,Twitter,Community Engagement ,2594,79,Video,0.030454895913646876,Thursday,15
2023-02-16 15:09:00,General,Twitter,Community Engagement ,1979,46,Video,0.023244062657908033,Thursday,15
2023-02-16 15:07:00,General,Twitter,Community Engagement ,1349,31,Photo,0.022979985174203115,Thursday,15
2023-02-16 15:02:00,General,Instagram,Community Engagement ,2998,0,Photo,0.0,Thursday,15
2023-02-16 15:02:00,General,Twitter,Community Engagement ,957,23,Video,0.024033437826541274,Thursday,15
2023-02-16 14:58:00,General,Twitter,Community Engagement ,26477,398,Photo,0.015031914491823091,Thursday,14
2023-02-16 14:55:00,General,Twitter,Community Engagement ,4845,112,Video,0.023116615067079464,Thursday,14
2023-02-16 14:55:00,General,Facebook,N/A ,10009,270,Photo,0.0269757218503347,Thursday,14
2023-02-16 14:55:00,General,Twitter,Community Engagement ,22006,461,Video,0.020948832136689993,Thursday,14
2023-02-16 14:55:00,DOTA2,Twitter,N/A ,1626,46,Photo,0.028290282902829027,Thursday,14
2023-02-16 14:48:00,General,Instagram,Community Engagement ,3057,0,Video,0.0,Thursday,14
2023-02-16 14:43:00,DOTA2,Twitter,N/A ,21,1,Text,0.047619047619047616,Thursday,14
2023-02-16 14:42:00,General,Facebook,N/A ,4832,209,Video,0.043253311258278145,Thursday,14
2023-02-16 14:42:00,General,Twitter,Community Engagement ,20040,574,Video,0.028642714570858284,Thursday,14
2023-02-16 14:41:00,DOTA2,Twitter,N/A ,957,34,Video,0.035527690700104496,Thursday,14
2023-02-16 14:37:00,DOTA2,Twitter,N/A ,8,2,Text,0.25,Thursday,14
2023-02-16 14:36:00,DOTA2,Twitter,N/A ,8,2,Text,0.25,Thursday,14
2023-02-16 14:32:00,DOTA2,Twitter,N/A ,729,11,Text,0.015089163237311385,Thursday,14
2023-02-16 14:28:00,General,Twitter,Community Engagement ,15157,277,Video,0.018275384310879463,Thursday,14
2023-02-16 14:28:00,DOTA2,Twitter,N/A ,131,11,Photo,0.08396946564885496,Thursday,14
2023-02-16 14:17:00,DOTA2,Twitter,N/A ,595,3,Text,0.005042016806722689,Thursday,14
2023-02-16 14:16:00,DOTA2,Twitter,N/A ,792,11,Video,0.013888888888888888,Thursday,14
2023-02-16 14:13:00,DOTA2,Twitter,N/A ,637,16,Text,0.02511773940345369,Thursday,14
2023-02-16 14:08:00,General,Facebook,N/A ,8337,96,Photo,0.011514933429291111,Thursday,14
2023-02-16 14:08:00,DOTA2,Twitter,N/A ,526,1,Photo,0.0019011406844106464,Thursday,14
2023-02-16 14:01:00,DOTA2,Twitter,Evil Exhibited ,1366,43,Text,0.0314787701317716,Thursday,14
2023-02-16 13:58:00,General,Instagram,Community Engagement ,3211,0,Photo,0.0,Thursday,13
2023-02-16 13:50:00,General,Twitter,Community Engagement ,15979,65,Photo,0.004067839038738344,Thursday,13
2023-02-16 13:44:00,DOTA2,Twitter,N/A ,1310,98,Video,0.07480916030534351,Thursday,13
2023-02-16 13:43:00,General,Instagram,Community Engagement ,3338,0,Video,0.0,Thursday,13
2023-02-16 13:39:00,General,Instagram,Community Engagement ,3528,0,Video,0.0,Thursday,13
2023-02-16 13:23:00,General,Instagram,Community Engagement ,4160,0,Photo,0.0,Thursday,13
2023-02-16 13:22:00,DOTA2,Twitter,N/A ,231,4,Text,0.017316017316017316,Thursday,13
2023-02-16 13:11:00,DOTA2,Twitter,N/A ,2207,136,Text,0.06162211146352515,Thursday,13
2023-02-16 13:05:00,DOTA2,Twitter,N/A ,597,7,Photo,0.011725293132328308,Thursday,13
2023-02-16 13:00:00,General,Twitter,Evil Exhibited ,13282,336,Link,0.025297394970636954,Thursday,13
